ID,Bearbeiter 1,Bearbeiter 2,Title,Authors,DOI,Jahr,Track,Keywords,Research question,Goal of the paper,Motivation of the Paper,Outcome of the Paper,Type of inquiry 1,Type of inquiry 2,Type of Theory,Emphasis,Formal concepts,Algorithms,Hypothesis,Independent Variables,Dependent Variables,Type of Artefact 1,Research Method 1,Research Method 2,Research Method 3,Research Method 4,Type of data,Total participants count,Students Count,Practitioners Count,Data accessibility,Data Metadata,Material accessibility,Evaluation Method 1,Evaluation Method 2,Evaluation Method 3,Evaluation Method 4,Threats to Validity 1,Threats to Validity 2,Threats to Validity 3,Threats to Validity 4,Existence,Availability,Type of Artefact 2,Research Method 1.1,Research Method 2.1,Research Method 3.1,Research Method 4.1,Type of data.1,Total participants count.1,Students Count.1,Practitioners Count.1,Data format,Data accessibility.1,Data Metadata.1,Material accessibility.1,Data License.1,Evaluation Method 1.1,Evaluation Method 2.1,Evaluation Method 3.1,Evaluation Method 4.1,Threats to Validity 1.1,Threats to Validity 2.1,Threats to Validity 3.1,Threats to Validity 4.1,Existence.1,Availability.1,Comments
98.0,MS,MH,"A Multi Perspective Framework for Enhanced
Supply Chain Analytics","Owen Keates, Moe Thandar Wynn, Wasana Bandara",https://doi.org/10.1007/978-3-030-58666-9_28,2020.0,Management,"Multi perspective supply chain analytics, Food supply chains, Process and data analytics","We pose a research question, can process intelligence techniques solve complex supply chain problems?","The objective of this research is to develop a data-driven multi perspective framework which will provide a new level of supply chain analytics contributing to the body of knowledge in this domain, while also addressing a real-world problem in managing vertically integrated food supply chains.","Having identified gaps in the strategic management of food supply chains, a multi perspective supply chain analytics framework is developed incorporating process and data attributes to support decision making.","The resulting multi perspective supply chain analytics framework equips practitioners to identify strategic issues, providing important decision support information.",Information systems engineering,Meta-analysis,Social science theory,Artefact,No,No,"Yes, propositions",multi perspective process analytical approach,level of insight to managing and improving complex and dynamic supply chains,Framework,Design (Science/Engineering),Literature Analysis,Case Study,Interviews,Both,9,,9,No,,No,Case Study,,,,External Validity,,,,Yes,No,Algorithm,Simulation,Design (Science/Engineering),,,Real-world data,,,,,"Yes, in the paper",,No,,None,,,,None,,,,Yes,No,
99.0,MS,MH,Event Log Generation in a Health System: A Case Study,"Simon Remy, Luise Pufahl, Jan Philipp Sachs, Erwin Böttinger,
Mathias Weske",https://doi.org/10.1007/978-3-030-58666-9_29,2020.0,Management,"Process mining, Event log generation, Case study, Healthcare","RQ1: How to create a useful event log from a large, complex data warehouse for answering domain experts’ questions?
RQ2: How can standardized vocabularies and domain specific ontologies be used to improve this process?",This case study reports on the experiences made during the event log generation from the real-world data warehouse of a large U.S. health system.,"Since event data is typically not stored in a process-oriented way, event logs have to be generated first. Experience shows that event log generation takes a substantial effort in process mining projects. ","This paper addresses the challenges and lessons learned, of the project and presents several solutions. The findings confirm conclusions from other related work on event log generation and add new insights, like the application of domain-specific ontologies.",Information systems engineering,,Formal theory,Artefact,No,No,No,,,Method,Design (Science/Engineering),Interviews,Illustrative Example,,Real-world data,>=2,,>=2,No,,"Yes, in the paper",Verification,Focus Group,Interview,,External Validity,,,,Yes,Yes,Prototype,Design (Science/Engineering),Illustrative Example,Interviews,,Real-world data,>=2,,>=2,,No,,"Yes, in the paper",,Technical Experiment,Motivating Example,Focus Group,Interview,External Validity,,,,Yes,Yes,3rd Artefact: Report
100.0,MS,MH,"Dynamic Reconfiguration of Business
Processes","Leandro Nahabedian, Victor Braberman, Nicolás D’ippolito, Jeff Kramer, Sebastián Uchitel",https://doi.org/10.1007/978-3-030-26619-6_5,2019.0,Foundation,"Dynamic reconfiguration, Controller synthesis,
DCR graph",not existing,In this paper we present a fully automated technique which uses control synthesis to not only produce correct-by-construction workflows from business process requirements but also to compute a reconfiguration process that guarantees the evolution from an old workflow to a new one while satisfying any userdefined transition requirements. ,"Although automatic construction of workflows from requirements has been
studied (e.g., [11,20]), the synthesis of reconfiguration strategies for domain specific
user defined transition requirements has not received attention so far.",We address the problem of business process reconfiguration by providing an automatic technique that builds a reconfiguration workflow that is guaranteed to preserve any reconfiguration transition requirements provided by a user. ,Information systems engineering,,Formal theory,Theory,Yes,No,No,,,Technique,Illustrative Example,Design (Science/Engineering),,,Both,,,,"Yes, in the paper",,No,Case Study,Motivating Example,,,None,None,None,None,No,No,,,,,,,,,,,,,,,,,,,,,,,,,
101.0,MS,MW,"A First-Order Logic Semantics for
Communication-Parametric BPMN
Collaborations","Sara Houhou, Souheib Baarir, Pascal Poizat, Philippe Qu´einnec  ",https://doi.org/10.1007/978-3-030-26619-6_6,2019.0,Foundation,"BPMN, Formal semantics, Collaboration, Communication, Verification, TLA+, Tool",not existing,"In this paper, we propose a formal semantics for a subset of BPMN, taking into account inter-process communication and parametric verification with reference to communication modes.","There has been a great effort in providing a formal semantics for BPMN, and then in building verification tools on top of this semantics. However, communication aspects are often discarded in the literature. This is an issue since BPMN has gained interest outside its original scope, e.g., for the IoT, where the configuration of communication modes plays an important role.",In this work we have proposed a formalization of a subset of the BPMN execution semantics. It supports interaction and is parametric with reference to the properties of the communication between participants.,Formal science,Information systems engineering,Formal theory,Artefact,Yes,Yes,No,,,Language,Design (Science/Engineering),Illustrative Example,,,Undefined,,,,"Yes, in the paper",,No,Verification,,,,None,,,,Yes,Yes,Prototype,Design (Science/Engineering),,,,,,,,,"Yes, in the paper",,"Yes, in the paper",,Benchmark,Technical Experiment,,,None,,,,Yes,Yes,
102.0,MS,MW,"Modeling and Enforcing
Blockchain-Based Choreographies","Jan Ladleif, Mathias Weske, Ingo Weber",https://doi.org/10.1007/978-3-030-26619-6_7,2019.0,Foundation,"Choreography, Blockchain, Interacting processes, BPMN",not existing,"To bridge the gap between choreography modeling and implementation, this paper critically analyzes the assumptions of choreography languages. We propose new language concepts specifically targeting blockchain capabilities, and we define their operational semantics.","Capabilities such as shared data and decision logic defined as smart contracts open up entirely new ways to implement process choreographies. However, current choreography modeling languages solely focus on direct interactions between organizations; they do not take into account the conceptually new features of blockchains, like shared data and smart contracts.",We see this paper as an initial step towards re-vitalizing the area of choreography modeling and adapting for new technologies such as blockchain.,Meta-analysis,Information systems engineering,,Artefact,No,No,No,,,Design concept,Design (Science/Engineering),Illustrative Example,,,Real-world data,,,,"Yes, in the paper",,No,Verification,,,,External Validity,,,,Yes,Yes,Prototype,Design (Science/Engineering),,,,Real-world data,,,,,"Yes, in the paper",,"Yes, in the paper",,Verification,Case Study,,,External Validity,,,,Yes,Yes,
103.0,MS,MH,"Formal Reasoning on Natural Language
Descriptions of Processes","Josep Sànchez-Ferreres, Andrea Burattin, Josep Carmona, Marco Montali, Lluís Padró",https://doi.org/10.1007/978-3-030-26619-6_8,2019.0,Foundation,not existing,not existing,"Specifically, we propose a framework to partially automate the elicitation of a formal representation of a textual process description, via text
annotation techniques on top of natural language processing.","The existence of unstructured information that describes processes represents a challenge in organizations, mainly because this data cannot be directly referred into process-aware ecosystems due to ambiguities.","This paper proposes ATDP, a novel multi-perspective language for the representation of processes based on textual annotation.",Information systems engineering,Formal science,Formal theory,Artefact,Yes,No,"Yes, propositions",,,Framework,Illustrative Example,,,,Real-world data,,,,"Yes, in the paper",,No,Verification,Motivating Example,,,None,,,,Yes,Yes,Language,Illustrative Example,Design (Science/Engineering),,,Real-world data,,,,,"Yes, in the paper",,No,,Verification,Motivating Example,,,None,,,,Yes,Yes,Artefact 3=prototype: Motivating example bezieht sich eigentlich darauf
104.0,MS,MW,"Goal-oriented Process Enhancement
and Discovery","Mahdi Ghasemi, Daniel Amyot",https://doi.org/10.1007/978-3-030-26619-6_9,2019.0,Foundation,"Business process management, Process mining, Goal modeling, Requirements engineering, Event logs, Performance indicators",not existing,"To this end, we propose a goal-oriented process enhancement and discovery (GoPED) method that adds satisfaction levels of different goals to event logs and considers traces of activities beside their contribution to predefined goals.","Event logs, resulting from the execution of processes, are the main input of process discovery activities. However, process mining approaches usually do not consider specific goals that individual cases pursue and satisfaction levels that traces yielded for different stakeholders’ goals. This situation not only threatens the rationality behind the discovered models, but also often results in unstructured “spaghetti-like” process models.",This paper proposed a new method that exploits the capabilities of goal modeling and performs process discovery in a goal-oriented fashion. This method first enhances an event log by adding new goal-related information to all traces.,Meta-analysis,Formal science,Formal theory,Artefact,Yes,Yes,No,,,Method,Design (Science/Engineering),,,,Synthetic data,,,,No,,"Yes, in the paper",Motivating Example,Verification,,,None,,,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,
105.0,MS,MW,"Checking Regulatory Compliance:
Will We Live to See It?","Silvano Colombo Tosatto, Guido Governatori, Nick van Beest",https://doi.org/10.1007/978-3-030-26619-6_10,2019.0,Foundation,"Business process modelling, Regulatory compliance,
Computational complexity",not existing,"With this in mind, we study the computational complexity of some variants of the problem identified by considering some properties, namely the number of regulations to be verified, their expressivity, and whether they affect the process partially or entirely.","Checking regulatory compliance of business processes prior to deployment is common practice and numerous approaches have been developed over the last decade. However, the computational complexity of the problem itself has never received any major attention.","In this paper, we discussed and analyzed the computational complexity of some variants of the problem of proving partial compliance of structured business process models. Despite lacking a computational complexity proof for 1L−, the results provided, along with the classifications of some existing approaches tackling the problem, show that many solutions belong to the NP-complete computational complexity class.",Meta-analysis,Formal science,Formal theory,Theory,Yes,Yes,No,,,Report,Formal Proof,,,,Mathematical formulae,,,,"Yes, in the paper",,No,Verification,,,,None,,,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,
106.0,MS,MW,"Modeling and Reasoning over Declarative
Data-Aware Processes with
Object-Centric Behavioral Constraints","Alessandro Artale, Alisa Kovtunova, Marco Montali, Wil M. P. van der Aalst ",https://doi.org/10.1007/978-3-030-26619-6_11,2019.0,Foundation,not existing,not existing,"This paper provides a complete characterization of the formal semantics of the OCBC approach, unambiguously defining the logical meaning of OCBC constraints. We provide a visual and textual syntax for OCBC, then define the semantics of the different modeling constructs in terms of temporal description logics, i.e., a temporal  extension of (fragments of) the well-known OWL language.","Despite the plethora of notations available to model business processes, process modelers struggle to capture real-life processes using mainstream notations such as Business Process Model and Notation (BPMN), Event-driven Process Chains (EPC), and UML activity diagrams.","We presented the first, complete formalization of object-centric behavioral constraints (OCBC): a new approach to business process modeling where data models and declarative constraints over activities are seamlessly integrated. Our approach comes with a logic-based semantics for OCBC in terms of an encoding into the temporal DL TUSALCQI.",Formal science,,Formal theory,Theory,Yes,,,,,Language,Design (Science/Engineering),Illustrative Example,,,Mathematical formulae,,,,"Yes, in the paper",,No,Argumentation,,,,None,,,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,
107.0,MS,MW,"Formal Modeling and SMT-Based
Parameterized Verification
of Data-Aware BPMN","Diego Calvanese, Silvio Ghilardi,  Alessandro Gianola, Marco Montali, Andrey Rivkin",https://doi.org/10.1007/978-3-030-26619-6_12,2019.0,Foundation,not existing,"This leads us to the main question tackled by this paper: how to extend BPMN towards data support, guaranteeing the applicability of the existing parameterized verification techniques and the corresponding actual verifiers, so far studied only in the artifact-centric setting?","We propose DAB, a data-aware extension of BPMN where the process operates over case and persistent data, partitioned into a read-only database called catalog and a read-write database called repository.","In recent years, increasing attention has been given to multi-perspective models of business processes that strive to capture the interplay between the process and data dimensions. Conventional finite-state verification techniques only work in this setting if data are abstractly represented, [...] This triggered flourishing research on the formalization and the boundaries of verifiability of data-aware processes, focusing mainly on data- and artifact-centric models.","We have introduced a data-aware extension of BPMN called DAB, balancing between expressiveness and verifiability. We have shown that parameterized safety problems over DABs can be tackled by array-based SMT techniques, particularly the backward reachability procedure of the mcmt model checker. We then identified classes of DABs with conditions controlling how the process operates over data, ensuring termination of backward reachability. Methodologically, such conditions serve as modeling principles for data-aware process designers aiming to make their processes verifiable.",Formal science,,Formal theory,Theory,Yes,No,No,,,,Illustrative Example,,,,Mathematical formulae,,,,"Yes, in the paper",,"Yes, in the paper",Verification,,,,Ecological Validity,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
108.0,AL,MH,"Estimating Process Conformance
by Trace Sampling and Result
Approximation","Martin Bauer, Han van der Aa, Matthias Weidlich",https://doi.org/10.1007/978-3-030-26619-6_13,2019.0,Engineering,not existing,"However, once event data is recorded during runtime, the question of conformance emerges [9]: how do the modelled behaviour of a system and its recorded behaviour relate to each other?","In this paper, we therefore present a statistical approach to ground conformance checking in trace sampling and conformance approximation. This approach reduces the runtime significantly, while still providing guarantees on the accuracy of the estimated conformance result. ","Unfortunately, state-of-the-art conformance checking algorithms scale exponentially in the size of both the event data and the model used as input. At the same time, event data used for analysis typically relates only to a certain interval of process execution, not the entire history.","The approach speeds up state-of-the-art conformance checking algorithms by up to three orders of magnitude, while largely maintaining the analysis accuracy.",Information systems engineering,,Formal theory,Both,Yes,Yes,No,,,Algorithm,Design (Science/Engineering),Illustrative Example,,,Undefined,,,,"Yes, in the paper",,No,Verification,,,,None,,,,Yes,Yes,Prototype,Design (Science/Engineering),,,,Both,,,,,"Yes, in the paper",,"Yes, in the paper",,Benchmark,,,,None,,,,Yes,Yes,Data Artefact 1: Mathematical formula
109.0,AL,MH,"Trace Clustering on Very Large Event
Data in Healthcare Using Frequent
Sequence Patterns","Xixi Lu, Seyed Amin Tabatabaei, Mark Hoogendoorn, Hajo A. Reijers ",https://doi.org/10.1007/978-3-030-26619-6_14,2019.0,Engineering,"Trace clustering, Frequent sequential patterns, Process mining, Machine learning",not existing,"In this paper, we propose a novel trace clustering approach by using sample sets of patients provided by medical experts. More specifically, we learn frequent sequence patterns on a sample set, rank each patient based on the patterns, and use an automated approach to determine the corresponding cluster.","However, current techniques have difficulties in finding a meaningful and insightful clustering of patients on the basis of healthcare data. The resulting clusters are often not in line with those of medical experts, nor do the clusters guarantee to help return meaningful process maps of patients’ clinical pathways.","In this paper, we investigated the trace clustering problem in healthcare and proposed an approach that can handle the characteristics of healthcare data. [...] The results of the evaluations show that the approach is able to identify patient clusters with a very reasonable quality on the basis of very limited input from medical experts, despite the very large data sets and the small, unbalanced clusters (ground-truth).",Information systems engineering,,Formal theory,Both,Yes,No,"Yes, assumption",,,Technique,Design (Science/Engineering),Illustrative Example,,,Undefined,,,,"Yes, in the paper",,No,Verification,,,,None,,,,Yes,Yes,Prototype,Design (Science/Engineering),,,,Real-world data,,,,,"Yes, via reference",,"Yes, in the paper",,Technical Experiment,Benchmark,Focus Group,,None,,,,Yes,Yes,
110.0,AL,MH,"ProcessExplorer: Intelligent Process
Mining Guidance","Alexander Seeliger, Alejandro Sánchez Guinea, Timo Nolle, Max Mühlhäuser  ",https://doi.org/10.1007/978-3-030-26619-6_15,2019.0,Engineering,"Process mining, Interactive data exploration, Data analytics, Business intelligence, Recommender system",not existing,"In this paper, we propose ProcessExplorer, an interactive process mining approach to enable fast data analysis and exploration. ProcessExplorer takes an event log as input to automatically suggest subsets of similar process behavior, evaluate each subset, generate interesting insights, and suggest the subsets with the most interesting characteristics.","Large amount of data is collected in event logs from information systems and organizations are particularly interested in optimizing their processes. Due to the increase of process complexity in flexible environments, visual exploration is increasingly becoming more challenging.","In this paper, we presented ProcessExplorer, a novel interactive process mining guidance approach. It automatically generates ranked subsets of interesting cases based on control flow and data attributes, similar to the workflow of analysts who manually select certain cases. ProcessExplorer also evaluates a range of relevant PPIs and suggests those with the most significant deviation.",Information systems engineering,,Formal theory,Artefact,Yes,No,No,,,Method,Design (Science/Engineering),,,,,,,,No,,No,Verification,,,,Ecological Validity,,,,Yes,No,Tool implementation,Design (Science/Engineering),Illustrative Example,,,Real-world data,11,,11,,"Yes, via reference",,"Yes, in the paper",,Questionnaire,Technical Experiment,,,Ecological Validity,,,,Yes,No,
111.0,AL,MH,"Machine Learning-Based Framework
for Log-Lifting in Business Process
Mining Applications","Ghalia Tello, Gabriele Gianini, Rabeb Mizouni, Ernesto Damiani  ",https://doi.org/10.1007/978-3-030-26619-6_16,2019.0,Engineering,"Process mining, Segmentation, Log lifting, Machine learning",not existing,In this work we develop a machine-learning-based framework aimed at bridging the abstraction level gap between logs and process models. The proposed framework operates of two main phases: log segmentation and machine-learning-based classification.,"Most process mining methods assume that there is a one-to-one mapping between events in the log and the process model activities but in real-life scenarios event logs and process model activities are at different level of granularity. Therefore, in order to cover all the possible cases, a mapping approach that can support n : m relationship between events and activities is required.","With our proposed machine learning based log-lifting framework we are able to bridge the gap between low-level event logs and high-level model activities, as commonly found in real business scenarios. The proposed framework overcomes the limitations of the existing work as it can map the event logs into meaningful and predefined activities, does not require ontologies, supports n:m relations, and operates with minimal human intervention.",Information systems engineering,,Formal theory,Artefact,Yes,Yes,No,,,Framework,Design (Science/Engineering),Illustrative Example,,,Undefined,,,,"Yes, in the paper",,No,Verification,,,,None,,,,Yes,No,Prototype,None,,,,Real-world data,,,,,"Yes, in the paper",,No,,Benchmark,,,,None,,,,Yes,No,
112.0,AL,MH,"Approximate Computation of Alignments
of Business Processes Through
Relaxation Labelling","Lluís Padró, Josep Carmona ",https://doi.org/10.1007/978-3-030-26619-6_17,2019.0,Engineering,not existing,not existing,"In this paper we propose a method to approximate alignments for unconstrained process models, which relies on the use of relaxation labelling techniques on top of a partial order representation of the process model.","A fundamental problem in conformance checking is aligning event data with process models. Unfortunately, existing techniques for this task are either complex, or can only be applicable to restricted classes of models. This in practice means that for large inputs, current techniques often fail to produce a result.","The implementation on the proposed technique achieves a speed-up of several orders of magnitude with respect to the approaches in the literature (either optimal or approximate), often with a reasonable trade-off on the cost of the obtained alignment.",Information systems engineering,,Formal theory,Artefact,Yes,Yes,No,,,Method,Design (Science/Engineering),Illustrative Example,,,Undefined,,,,"Yes, in the paper",,No,Verification,,,,None,,,,Yes,Yes,Prototype,Design (Science/Engineering),,,,Real-world data,,,,,"Yes, in the paper",,No,,Benchmark,,,,None,,,,Yes,Yes,Data Artefact 1: Mathematical data
113.0,AL,MH,"Metaheuristic Optimization
for Automated Business Process
Discovery","Adriano Augusto, Marlon Dumas, Marcello La Rosa ",https://doi.org/10.1007/978-3-030-26619-6_18,2019.0,Engineering,not existing,To what extent can the accuracy of automated process discovery approaches be improved by applying diﬀerent optimization metaheuristics? ,"[...] the paper proposes an approach to enhance automated process discovery approaches with metaheuristic optimization. The approach is instantiated to define an extension of a state-of-the-art automated process discovery approach, namely Split Miner. ","A few studies have suggested that the accuracy of automated process discovery approaches can be enhanced by using metaheuristic optimization. However, these studies have remained at the level of proposals without validation on real-life logs or they have only considered one metaheuristics in isolation.",This paper showed that the use of S-metaheuristics is a promising approach to enhance the accuracy of DFG-based APDAs. The outlined approach takes advantage of the DFG’s simplicity to define eﬃcient perturbation functions that improve fitness or precision while preserving structural properties required to ensure model correctness.,Information systems engineering,,Formal theory,Artefact,Yes,Yes,No,,,Method,Design (Science/Engineering),,,,Mathematical formulae,,,,"Yes, in the paper",,No,Verification,,,,None,,,,Yes,Yes,Prototype,Design (Science/Engineering),,,,Real-world data,,,,,No,,"Yes, in the paper",,Benchmark,,,,Ecological Validity,,,,Yes,Yes,
114.0,AL,MH,"Learning Accurate LSTM Models
of Business Processes","Manuel Camargo, Marlon Dumas, Oscar González-Rojas",https://doi.org/10.1007/978-3-030-26619-6_19,2019.0,Engineering,"Process mining, Deep learning, Long-Short-Term Memory",This paper addresses the question of how to use deep learning techniques to train accurate models from business process event logs.,"This paper addresses the question of how to use deep learning techniques to train accurate models of business process behavior from event logs. The paper proposes an approach to train recurrent neural networks with Long-Short-Term Memory (LSTM) architecture in order to predict sequences of next events, their timestamp, and their associated resource pools.","Previous work is either unable to handle numerical variables and hence cannot generate sequences of timestamped events, or uses inefficient encodings which lead to lowered accuracy.","This paper outlined an approach to train LSTM networks to predict the type of the next event in a case, its timestamp, and the role associated with the event. By iteratively predicting the next event, the approach can predict the remaining sequence of events of a case (the suffix) and generate entire traces from scratch.",Information systems engineering,,Formal theory,Artefact,No,No,No,,,Technique,Design (Science/Engineering),Illustrative Example,,,Real-world data,,,,"Yes, in the paper",,No,Verification,,,,None,,,,Yes,Yes,Prototype,None,,,,Real-world data,,,,,"Yes, in the paper",,No,,Benchmark,,,,None,,,,Yes,Yes,
115.0,MS,MH,Trust-Aware Process Design,Michael Rosemann,https://doi.org/10.1007/978-3-030-26619-6_20,2019.0,Management,"Trust management, Uncertainty, Process design, _x0001_
Trustworthiness",How can trust be embedded in the design of business processes?,"This paper initiates the conceptualization of trust in BPM by providing two new artefacts, i.e. a four-stage model for the design of trusted processes and a related meta model.","The rising importance of trusted processes, new sources of social and digital trust,
and the related gap in the body of BPM knowledge motivated this research and its
underlying research question.","In accordance with the way the previously mentioned additional perspectives have
extended BPM approaches, this paper adds a trust layer to the body of BPM knowledge
consisting of a methodology and a meta model (Sect. 4) to formalize the integration.",Meta-analysis,Scientific study,Social science theory,Both,No,No,No,,,Report,Case Study,Illustrative Example,,,Real-world data,,,,No,,No,Argumentation,,,,Construct Validity,Internal Validity,,,No,No,Model,Case Study,Illustrative Example,,,Real-world data,,,,,No,,No,,Argumentation,,,,Construct Validity,Internal Validity,,,No,No,
116.0,MS,MH,"Mining Process Mining Practices:
An Exploratory Characterization
of Information Needs in Process Analytics","Christopher Klinkmüller, Richard Müller, Ingo Weber",https://doi.org/10.1007/978-3-030-26619-6_21,2019.0,Management,"Process mining, Visual analytics, Qualitative content analysis",not existing,"Therefore, our goal is to better understand the specific information needs of process analysts. ","Despite the enormous effort, the analysis process itself can still be fragmented and inconvenient: analysts often apply various tools and ad-hoc scripts to satisfy
information needs.","Our contribution lies in the explication of the current state of practice, enabling the evaluation of existing as well as the creation of new approaches and tools against the background of actual, practical needs.",Inductive study,,Social science theory,Theory,No,No,No,,,Report,Case Study,,,,Real-world data,,,,"Yes, in the paper",,No,Data Science,,,,Confirmability,External Validity,Internal Validity,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,
117.0,MS,MH,"Towards a Process Reference Model
for Research Management: An Action Design
Research Effort at an Australian University","Jeremy Gibson, Kanika Goel, Janne Barnes, Wasana Bandara ",https://doi.org/10.1007/978-3-030-26619-6_22,2019.0,Management,"Research management, Reference model, Action Design Research, Case study",what are the processes fundamental for research management of a university?,"This paper discusses the development of a research management reference
model, through an Action Design Research (ADR) project conducted at a leading Australian university.","A lack of common terminology and definition of the activities comprised within research management limits the capacity to provide efficient services, properly share learnings and consistently assess the effectiveness of this work.",The model defines 10 core domains (with areas of activities and processes within each) that constitutes the end-to-end research management process.,Inductive study,,Social science theory,Artefact,No,No,No,,,Model,Design (Science/Engineering),Case Study,Action Research,,Real-world data,23,,23,"Yes, in the paper",,No,Case Study,,,,External Validity,Internal Validity,,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,
118.0,MS,MH,"What the Hack? – Towards a Taxonomy
of Hackathons","Christoph Kollwitz, Barbara Dinter",https://doi.org/10.1007/978-3-030-26619-6_23,2019.0,Management,"Hackathon, Taxonomy, Digital innovation, Open innovation, Innovation process","How can the complex phenomenon of hackathons be systematically conceptualized in order to enable organizations to utilize them for their
innovation processes?","The paper at hand aims to develop a
taxonomy of hackathons in order to illustrate their nature and underlying
characteristics.","While hackathons are a widespread phenomenon in practice and many field reports and individual observations exist, there is still a lack of holistic and structured representations
of the new phenomenon in literature.",The result contributes to a better understanding of the opportunities and characteristics of hackathons and is therefore a first step towards a better integration of hackathons into organizational innovation processes.,Meta-analysis,,Social science theory,Artefact,No,No,No,,,Taxonomy,Literature Analysis,Other,Design (Science/Engineering),,Real-world data,,,,"Yes, via reference",,"Yes, in the paper",Verification,,,,External Validity,Internal Validity,,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,Erläuterung zu research method 2: on top of a literature the method of Nickerson et al was used to develop a taxonomy of hackathon.
119.0,MS,MH,"Design Patterns for Business Process
Individualization","Bastian Wurm, Kanika Goel, Wasana Bandara, Michael Rosemann ",https://doi.org/10.1007/978-3-030-26619-6_24,2019.0,Management,"Process individualization, Design patterns, Process design, Digital technologies",What are design patterns for process individualization?,In this paper we contribute to an extended BPM body of knowledge by presenting design patterns for process individualization.,"However, BPM methods and guidelines are often driven by process standardization and economies of scale, while emerging digital technologies (e.g. advanced manufacturing, sophisticated data analytics) increasingly facilitate process individualization.","This paper presented a conceptual framework of four distinct design patterns for process individualization, namely: (1) sequence and activity individualization, (2) flow unit individualization, (3) resource individualization, and (4) data individualization.",Meta-analysis,,Social science theory,Artefact,No,No,No,,,Design concept,Design (Science/Engineering),Literature Analysis,Illustrative Example,,Real-world data,,,,"Yes, via reference",,No,Motivating Example,,,,External Validity,Internal Validity,,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,
120.0,MS,MH,"Understanding the Alignment
of Employee Appraisals and Rewards
with Business Processes","Aygun Shafagatova, Amy Van Looy",https://doi.org/10.1007/978-3-030-26619-6_25,2019.0,Management,"Business Process Management, Process orientation, Alignment, Process-oriented appraisals, Process-oriented rewards, Case study",RQ. How do organizations align employee appraisals and rewards with their business processes?,"This work discusses the critical factors that are important for a successful BPM-HRM alignment and provides recommendations for this
alignment by differentiating between lower and higher levels of BPM maturity.","While the BPM literature highlights the importance of aligning HRM appraisals and rewards to business processes, little is known about how organizations actually align these two areas in practice, and how they face the challenges of this alignment.",This exploratory case study approach has offered empirical evidence of how organizations align their employee appraisals and rewards to their particular business process context. We observed four patterns that organizations can use to ensure the required BPM-HRM alignment.,Inductive study,Meta-analysis,Social science theory,Theory,No,No,No,,,Report,Case Study,Literature Analysis,Case Study,,Real-world data,14,0.0,14,No,,"Yes, via reference",Grounded Theory,,,,Construct Validity,External Validity,Internal Validity,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,
121.0,MS,MH,"Business Process Improvement Activities:
Differences in Organizational Size, Culture,
and Resources","Iris Beerepoot,  Inge van de Weerd, Hajo A. Reijers",https://doi.org/10.1007/978-3-030-26619-6_26,2019.0,Management,"Business process improvement, Context-awareness,Workarounds","On the basis of the experiences we collected in these projects, we provide an answer to the following question: depending on an organization’s context, which activities are essential in process improvement projects?","In five healthcare organizations of different contextual types, we study workarounds and make recommendations for process improvements. Based on this explorative multiple-case study, we propose a set of contextual activities for each stage of a BPI project. ","Although there are many business process improvement (BPI) methods, organizations are struggling to apply them effectively.",The contribution of this work lies in our proposal of a list of contextual activities for each stage of an improvement project. These insights can help both researchers and practitioners to fine-tune their BPI method of choice.,Inductive study,,Social science theory,Theory,No,No,No,,,Report,Case Study,Interviews,,,Real-world data,38,0.0,38,No,,No,Focus Group,Questionnaire,,,External Validity,Confirmability,,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,
122.0,MS,MH,"Regulatory Instability, Business Process
Management Technology, and BPM
Skill Configurations","Patrick Lohmann, Michael zur Muehlen",https://doi.org/10.1007/978-3-030-26619-6_27,2019.0,Management,"BPM skills, BPM taxonomy, BPM professionals, BPM function","In this paper, we ask how the BPM function can be affected by regulatory instability, how such demands translate into different configurations of BPM professionals, and whether BPM technology can mediate between regulatory instability and these configurations.",This paper investigates how firms configure their business process management efforts in different industries. We generate a business process management (BPM) skills taxonomy through the computational linguistic analysis of job ads from Monster.com.,Which actions organizations take to match the complexity of their BPM function to that of their regulatory regime is thus an important question for regulators and those affected by regulation alike.,"Our contributions here are method wise, and our approach to uncover skills and configurations can help other academics better understand the linkages between individual and organizational aspects affecting human resources and organizational performance both within and outside of BPM [7].",Inductive study,,Social science theory,Theory,No,No,No,,,Taxonomy,Case Study,Interviews,Illustrative Example,,Real-world data,>=3,,>=3,No,,No,Data Science,,,,Internal Validity,,,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,
